title,body,date,customer_name,customer_profile_link,verified_purchase,country,image_count,video_count,helpful_count,rating,style_attributes
Protein powder,I like it,22-Dec-23,simiko smith,https://www.amazon.com/gp/profile/amzn1.account.AEP5LN62OMWXZQJXWTWPXIAYMGHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,2,5 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
I like this,I like to put it in my coffee,04-Dec-23,Difficult to attach screws didn���t tighten as they should Used for two weeksBy 35 pound dog push on it It fell on floor and bentGlad it wasn���t a child I���m retury,https://www.amazon.com/gp/profile/amzn1.account.AHNQPZZ7JIUDIG4LSZIVKKDF2WVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,3,5 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
Delicious Protein Mix for Meal Replacement Shakes,"This stuff smells like sweet vanilla powdered pound cake...
and that's basically what it tastes like as well.
It makes a very tasty shake.
We start with sweet vanilla almond milk as a base,
though you could certainly use cow's milk if you prefer.
(Don't use water... that's just lame, and it produces a low quality result).
Then, we add this powder which provides protein, sweetness, and bulk.
And here's the big secret: we then add FROZEN bananas and berries.
Don't add fresh bananas / fruit because that gives the shake a more
thin and juice-like consistency. If you use frozen bananas, it thickens
the shake so much that you truly do not need to add any ice at all.
The frozen bananas also do not melt rapidly like crushed ice does.
Using frozen bananas or other frozen fruits is almost like adding ice cream
to the mix... making it very thick and sweet.
These shakes, when prepared as described above, are great for a
meal replacement to keep weight under control. They are very filling.

We also tried the chocolate version, to which we add chocolate almond milk,
and frozen bananas (but no other fruit), and that makes a nice change of pace,
and a tasty shake as well. However, the vanilla is a more versatile base to which
a wider variety of frozen fruits can be added.",27-Jul-20,JLJ,https://www.amazon.com/gp/profile/amzn1.account.AFLKAFR3DS2SABEFZ37GB3DZBLGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,2,5 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
"I have tried a lot, this is perfect for me.","I was not looking for a meal replacement! I didn't want extra calories and sugar. I was just looking for a liquid way to get vitamins. My body does not seem to pull the nutrients out of food like it should and I'm starting to get health issues. I have been using this stuff for about a week now and am already feeling a bit better. I'm having more energy, sleeping better, and not feeling so achy. I still have a bit of issues, but I will have to let it have more affect on me.
The flavor is good, especially if you let the powder soak a little after mixing and give it a chance to really dissolve. I'm eager to get my blood work done and see how things are looking for me. This drink is low calorie, good vitamins, and I seem able to absorb them. I will post more when I get tested again in a couple months.

UPDATE: I have ordered several containers now. I love that it is low calorie a little more than 100 calorie per 8 oz. I get lots of vitamins with low sugar. The taste is good (I have tried a lot of powders, this is a better one). I feel fairly full on it, because of the protein. I will mix it with water and it will be fine or sometimes I blend it with a smoothie for a meal replacement. Either way good.",20-Aug-19,Melissa Rappleye,https://www.amazon.com/gp/profile/amzn1.account.AETH4L4ZG5HVLBITYQ6KCZIZQAXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,4,5 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Good for meal replacements,"Over the summer, I was trying to eat healthier. Keeping track of my food on an App, I noticed that my protein percentages were always lower than they should have been. I bought this for two reasons: one, to increase the amount of protein I had in my daily diet, and two: to use as a breakfast shake to eliminate a meal and hold me over until lunch.

I drank this product religiously for several months. I used 8 ounces of Silk Light Chocolate Milk (to keep the calories down, but when I ran out I COULD drink it with 2% milk, but it was really nasty in comparison) and one scoop of the mix. The weird thing was that the scoop was always half buried under the powder, but I just saved the one from the bottle before until I managed to dig the new one out. I think that with both together, my break fast was somewhere between 150-200 calories, and if I drank it before I went to work at around 7 am, I wasn't hungry until lunch at 12:30.

As mentioned, I wanted to use this to give me a low-calorie meal so I could lose weight. My first year of teaching, I gained something like 20 pounds, and over the summer, I wanted to get rid of that weight. My dad was sure that protein supplements were used by people who wanted to GAIN weight, and I was nervous, but I had read some positive reviews about others who had had success. For me, it was a success. Without doing much exercise, I managed to lose 15 of the 20 pounds in five months.",28-Dec-15,Tomi,https://www.amazon.com/gp/profile/amzn1.account.AFAVNSG3C5H6KTVFPCMV2ZPFJ7MQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,8,5 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Delicious and Chocolatey!,"I purchased this product for the collagen and the fiber benefits. After reading the reviews about the chocolate flavor I decided to buy and I am fairly satisfied because it tastes very well and it has been helpful in keeping me full and satisfied I have not noticed any changes yet in my skin and hair because I just purchased it but I did use it yesterday and this morning to replace meals so at best The Taste is great. If you like chocolate my suggestion is to buy this one for sure. I will follow up in another week or so to update this review regarding the fibre and the collagen to see if there has been any difference for me. I have experienced some hair loss a lot of hair shedding so I wanted to increase my collagen intake and we'll see if I continue to lose hair quickly or not. Over all though, the taste is great.",30-Mar-22,Miss Shaun,https://www.amazon.com/gp/profile/amzn1.account.AEC3LQL5OKZLINQJUWIITQMSMRAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,3,5 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
Worth the purchase.,"I was worried about trying this because most protein powders make me sick but I am pretty desperate to lose weight so I figured since I loved this brands hair, skin, and nail vitamins I���d try it... I have no real complaints and the flavor is amazing (I mix it with sweetened vanilla almond milk & it tastes like cake batter to me). I do have an energy boost after drinking it but the energy doesn���t last all day, but it definitely has me up and moving all day. I have heart palpitations and coffee or any stimulant increases them but this doesn���t & I really like that I get energy without having that side effect.. I would say if you���re going to order this, be smart and go ahead and order a cup specifically made for protein powder that has the ball into so that it breaks down the way it���s supposed to.. it���s definitely helped me stay full, and definitely helps you remain regular with bathroom habits.. I give this 5 stars without a doubt because I���m also lactose intolerant and this seems not to bother me, whereas other powders do, and it also really tastes amazing.. worth the purchase and after ordering my first one I went ahead and ordered two more. As long as the formula remains the same I see myself being a lifelong customer. So far I have loved all of this brands products that I���ve tried!",16-May-20,AMS,https://www.amazon.com/gp/profile/amzn1.account.AFDFRKX3T2ZF5SWPNCZUHO5ODLHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,5 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Protein Vitamins,Highly recommend �������� this is very healthy,29-Nov-23,Kacian,https://www.amazon.com/gp/profile/amzn1.account.AGNNRUE64JF7VTNBAD4SQOJT2VLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,6,5 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
Great tasting!,"First time trying this product. I mixed 10 ounces of coconut almond milk blonde by Khalifa farms, a half cup of frozen pineapple, a half a scoop of green super food by amazing grass, two scoops of the protein shake mix, and half of an over ripe banana. Sprinkled Chia seeds on top and let the mix sit for 15 minutes. It�s important that you let proteins shakes sit at 15 minutes bare minimum because undissolved Protein will make your stomach hurt and gassy!

I do, in fact, I have a very sensitive stomach and this does not cause me any discomfort. I will update if it does. It tasted fantastic and is a very subtle yet smooth vanilla flavor. You could pretty much add any type of fruit to it and it will turn out into a very good consistency without being overly thick. Highly recommend you try this one out.

Keep in mind this is a vitamin and health shake mix, it�s not ice cream! If you�re looking for something that taste like that then you�re out of luck.",30-Jan-21,M Eva,https://www.amazon.com/gp/profile/amzn1.account.AG2Q7WECIFEELNBRRVZ6G3SCASPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,1,2,5 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Great source of protein!,"Bought these for hubby, as he needed all the protein and calories he could get. Went through radiation treatments and purchased just before he started the treatments. He still uses these to add to shakes and smoothies!",08-Sep-23,Beth Durbin,https://www.amazon.com/gp/profile/amzn1.account.AGEJYHW7DPIQKEL7KYXE5BW4LOXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,2,5 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
GREAT FIND,This is such a product. I add 1 to 2 scoops to my coffee each morning. Great Flavor and pack full of goodness,10-Oct-23,P. Velez,https://www.amazon.com/gp/profile/amzn1.account.AHT2EWAY4FJZWYPYNKSKHID2G3RQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,4,5 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
Excellent product...,"Love the product. I was looking for a ""well rounded"" shake that wasn't just protein and this works great. The biggest thing that I've noticed so far is regular bowel movements and increased digestive activity in general which is great because I'm usually a gassy human and this has straightened that out!

I'm mainly writing this review to say that you'll need to buy some type of shaker like the ""Blender Bottle"" to mix this. Probably day one stuff for the experienced but to the couch potatoes like myself I thought I'd be able to mix it with a spoon and I was wrong. Luckily I found one at the local big box store, but had I known I would've just purchased one with my order. No complaints about flavor here, chocolate milk and vanilla malts, mmm (I mix it with milk instead of water). At this price it's worth trying out and if it does nothing for you then you're only out $10. 13 servings per container so each one will last a couple weeks. In my opinion this one is worth trying.",03-Mar-21,Jeff S,https://www.amazon.com/gp/profile/amzn1.account.AG362EBAGRVCHGA4DC6QAVK4IYLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,2,5 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
A LIFE SAVER,"While undergoing a large amount of stress, I wasn't able to eat much solid food.
Eventually this triggered my Anorexia to come back despite it being gone for years.

There have been days where I'm unable to eat solid food and I was dropping weight DRASTICALLY!
I was 75lbs and nearly on my death bed and this powder was the ONLY thing I was able to consume. I went through about 3 containers in 2 months.

I chose this because it has a wide variety of vitamins, is gentle on my stomach and tbe probiotic helps my gut health and immune system stay happy.
After this powder being (almost) the only thing I've been consuming - I went to the doctor to get blood work done to see if I was lacking any essential vitamins or nutrients that I could supliment to try to get healthy again.
The blood results came back that I have ALL the Vitamins and Nutrients I need! I feel sooooo much better when I have the power and am able to function. I've been slowly able to increase my intake and now am steadily imporiving and am able to eat again!

I WHOLE HEARTEDLY believe that this powder saved my life when I was on my death bed.

I highly highly recommend for anyone who has any eating disorder, needs more vitamins, or is looking for a quick, easy, filling and nutritious drink!",28-Oct-19,Nicole,https://www.amazon.com/gp/profile/amzn1.account.AEH6Z2YXMX7SJIG7HFVVSSWM6FGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,16,5 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Makes a good smoothie,"I use not quite two scoops, two seems to make the taste and consistecy off. I use almond milk and one frozen banana and it's delicious!",16-Sep-23,State Lady,https://www.amazon.com/gp/profile/amzn1.account.AHWGFGSZID5GOSVSD3FKVJNCGGRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,5 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Scored!,"I totally scored and got lucky on a buy one get one half off promotion! I buy this stuff regularly so it was exciting to get such a good deal on two. This is the best protein powder and I have tried a lot of them. Very nutritious but delicious as well, not chalky or gross like some other kinds.",29-Jun-23,Hannah,https://www.amazon.com/gp/profile/amzn1.account.AGEL3OX5FODO3M3SAQT5XLTEMB7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,3,5 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
